Name,Pokedex Number,Generation,Stage,Egg Group 1,Egg Grioup 2,Type 1,Type 2,Baby Stage,Evolves By,Basic Stage,Evolves By,Stage 1,Evolves By,Stage 2,Evolves By,Basic Stage Alternative 1,Evolves By,Basic Stage Alternative 2,Evolves By,Stage 1 Alternate 1,Evolves By,Stage 1 Alternate 2,Evolves By,Stage 1 Alternate 3,Evolves By,Stage 1 Alternate 4,Evolves By,Stage 1 Alternate 5,Evolves By,Stage 1 Alternate 6,Evolves By,Stage 1 Alternate 7,Evolves By,Stage 2 Alternate,,,,,,,,,,,,,,,,,,,,,,,
Mudkip,258,3,1,Monster,Water 1,Water,,,,this,Level Up,Marshtomp,Level Up,Swampert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshtomp,259,3,2,Monster,Water 1,Water,Ground,,,Mudkip,Level Up,this,Level Up,Swampert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swampert,260,3,3,Monster,Water 1,Water,Ground,,,Mudkip,Level Up,Marshtomp,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poochyena,261,3,1,Field,,Dark,,,,this,Level Up,Mightyena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mightyena,262,3,2,Field,,Dark,,,,Poochyena,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zigzagoon,263,3,1,Field,,Normal,,,,this,Level Up,Linoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Zigzagoon,263,3,1,Field,,Dark,Normal,,,Galarian Zigzagoon,Level Up,Galarian Linoone,Level Up at Night,Obstagoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linoone,264,3,2,Field,,Normal,,,,Zigzagoon,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Linoone,264,3,2,Field,,Dark,Normal,,,Galarian Zigzagoon,Level Up,this,Level Up at Night,Obstagoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wurmple,265,3,1,Bug,,Bug,,,,this,Level Up Randomly Evolves,Silcoon,Level Up,Beautifly,,,,,Level Up Randomly Evolves,Cascoon,,,,,,,,,,,,,Level Up,Dustox,,,,,,,,,,,,,,,,,,,,,,,
Silcoon,266,3,2,Bug,,Bug,,,,Wurmple,Level Up Randomly Evolves,this,Level Up,Beautifly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beautifly,267,3,3,Bug,,Bug,Flying,,,Wurmple,Level Up Randomly Evolves,Silcoon,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascoon,268,3,2,Bug,,Bug,,,,Wurmple,Level Up Randomly Evolves,this,Level Up,Dustox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustox,269,3,3,Bug,,Bug,Poison,,,Wurmple,Level Up Randomly Evolves,Cascoon,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotad,270,3,1,Water 1,Grass,Water,Grass,,,this,Level Up,Lombre,Water Stone,Ludicolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lombre,271,3,2,Water 1,Grass,Water,Grass,,,Lotad,Level Up,this,Water Stone,Ludicolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludicolo,272,3,3,Water 1,Grass,Water,Grass,,,Lotad,Level Up,Lombre,Water Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seedot,273,3,1,Field,Grass,Grass,,,,this,Level Up,Nuzleaf,Level Up,Shiftry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuzleaf,274,3,2,Field,Grass,Grass,Dark,,,Seedot,Level Up,this,Level Up,Shiftry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,275,3,3,Field,Grass,Grass,Dark,,,Seedot,Level Up,Nuzleaf,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taillow,276,3,1,Flying,,Normal,Flying,,,this,Level Up,Swellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swellow,277,3,2,Flying,,Normal,Flying,,,Taillow,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingull,278,3,1,Water 1,Flying,Water,Flying,,,this,Level Up,Pelipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelipper,279,3,2,Water 1,Flying,Water,Flying,,,Wingull,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralts,280,3,1,Human-Like,Amorphous,Psychic,Fairy,,,this,Level Up,Kirlia,Level Up,Gardevoir,,,,,,,,,,,,,,,,,,,Dawn Stone used on a Male Kirlia,Gallade,,,,,,,,,,,,,,,,,,,,,,,
Kirlia,281,3,2,Human-Like,Amorphous,Psychic,Fairy,,,Ralts,Level Up,this,Level Up,Gardevoir,,,,,,,,,,,,,,,,,,,Dawn Stone used on a Male Kirlia,Gallade,,,,,,,,,,,,,,,,,,,,,,,
Gardevoir,282,3,3,Human-Like,Amorphous,Psychic,Fairy,,,Ralts,Level Up,Kirlia,Level Up,this,,,,,,,,,,,,,,,,,,,Dawn Stone used on a Male Kirlia,Gallade,,,,,,,,,,,,,,,,,,,,,,,
Surskit,283,3,1,Water 1,Bug,Bug,Water,,,this,Level Up,Masquerain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masquerain,284,3,2,Water 1,Bug,Bug,Flying,,,Surskit,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shroomish,285,3,1,Fairy,Grass,Grass,,,,this,Level Up,Breloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breloom,286,3,2,Fairy,Grass,Grass,Fighting,,,Shroomish,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slakoth,287,3,1,Field,,Normal,,,,this,Level Up,Vigoroth,Level Up,Slaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vigoroth,288,3,2,Field,,Normal,,,,Slakoth,Level Up,this,Level Up,Slaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slaking,289,3,3,Field,,Normal,,,,Slakoth,Level Up,Vigoroth,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nincada,290,3,1,Bug,,Bug,Ground,,,this,Level Up,Ninjask,,,,,,,Have a Free Slot in the Party when evolving and a spare Poke Ball,Shedninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninjask,291,3,2,Bug,,Bug,Flying,,,Nincada,Level Up,this,,,,,,,Have a Free Slot in the Party when evolving and a spare Poke Ball,Shedninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shedinja,292,3,2,Mineral,,Bug,Ghost,,,Nincada,Level Up,Ninjask,,,,,,,Have a Free Slot in the Party when evolving and a spare Poke Ball,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whismur,293,3,1,Monster,Field,Normal,,,,this,Level Up,Loudred,Level Up,Exploud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loudred,294,3,2,Monster,Field,Normal,,,,Whismur,Level Up,this,Level Up,Exploud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exploud,295,3,3,Monster,Field,Normal,,,,Whismur,Level Up,Loudred,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makuhita,296,3,1,Human-Like,,Fighting,,,,this,Level Up,Hariyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hariyama,297,3,2,Human-Like,,Fighting,,,,Makuhita,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azurill,298,3,0,Undiscovered,,Normal,Fairy,this,Friendship,Marill,Level Up,Azumarill,Level Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosepass,299,3,1,Mineral,,Rock,,,,this,Level Up in Special Magnetic Field,Probopass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skitty,300,3,1,Field,Fairy,Normal,,,,this,Moon Stone,Delcatty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delcatty,301,3,2,Field,Fairy,Normal,,,,Skitty,Moon Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sableye,302,3,1,Human-Like,,Dark,Ghost,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mawile,303,3,1,Field,Fairy,Steel,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aron,304,3,1,Monster,,Steel,Rock,,,this,Level Up,Lairon,Level Up,Aggron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lairon,305,3,2,Monster,,Steel,Rock,,,Aron,Level Up,this,Level Up,Aggron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggron,306,3,3,Monster,,Steel,Rock,,,Aron,Level Up,Lairon,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meditite,307,3,1,Human-Like,,Fighting,Psychic,,,this,Level Up,Medicham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicham,308,3,2,Human-Like,,Fighting,Psychic,,,Meditite,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elektrike,309,3,1,Field,,Electric,,,,this,Level Up,Manectric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manectric,310,3,2,Field,,Electric,,,,Elektrike,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plusle,311,3,1,Fairy,,Electric,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miniun,312,3,1,Fairy,,Electric,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volbeat,313,3,1,Bug,Human-Like,Bug,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illumise,314,3,1,Bug,Human-Like,Bug,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roselia,315,3,1,Fairy,Grass,Grass,Poison,Budew,Friendship,this,Shiny Stone,Roserade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulpin,316,3,1,Amorphous,,Poison,,,,this,Level Up,Swalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,317,3,1,Amorphous,,Poison,,,,Gulpin,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carvanha,318,3,1,Water 2,,Water,Dark,,,this,Level Up,Sharpedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharpedo,319,3,2,Water 2,,Water,Dark,,,Carvanha,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wailmer,320,3,1,Field,Water 2,Water,,,,this,Level Up,Wailord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wailord,321,3,2,Field,Water 2,Water,,,,Wailmer,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numel,322,3,1,Field,,Fire,Ground,,,this,Level Up,Camerupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camerupt,323,3,2,Field,,Fire,Ground,,,Numel,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torkoal,324,3,1,Field,,Fire,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spoink,325,3,1,Field,,Psychic,,,,this,Level Up,Grumpig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grumpig,326,3,2,Field,,Psychic,,,,Spoink,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinda,327,3,1,Field,Human-Like,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trapinch,328,3,1,Bug,Dragon,Ground,,,,this,Level Up,Vibrava,Level Up,Flygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrava,329,3,2,Bug,Dragon,Ground,Dragon,,,Trapinch,Level Up,this,Level Up,Flygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flygon,330,3,3,Bug,Dragon,Ground,Dragon,,,Trapinch,Level Up,Vibrava,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacnea,331,3,1,Grass,Human-Like,Grass,,,,this,Level Up,Cacturne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacturne,332,3,2,Grass,Human-Like,Grass,Dark,,,Cacnea,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swablu,333,3,1,Flying,Dragon,Normal,Flying,,,this,Level Up,Altaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altaria,334,3,2,Flying,Dragon,Dragon,Flying,,,Swablu,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zangoose,335,3,1,Field,,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seviper,336,3,1,Field,Dragon,Poison,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunatone,337,3,1,Mineral,,Rock,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solrock,338,3,1,Mineral,,Rock,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barboach,339,3,1,Water 2,,Water,Ground,,,this,Level Up,Whiscash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiscash,340,3,2,Water 2,,Water,Ground,,,Barboach,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corphish,341,3,1,Water 1,Water 3,Water,,,,this,Level Up,Crawdaunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawdaunt,342,3,2,Water 1,Water 3,Water,Dark,,,Corphish,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltoy,343,3,1,Mineral,,Ground,Psychic,,,this,Level Up,Claydol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claydol,344,3,2,Mineral,,Ground,Psychic,,,Baltoy,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lileep,345,3,1,Water 3,,Rock,Grass,,,this,Level Up,Cradily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cradily,346,3,2,Water 3,,Rock,Grass,,,Lileep,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anorith,347,3,1,Water 3,,Rock,Bug,,,this,Level Up,Armaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armaldo,348,3,2,Water 3,,Rock,Bug,,,Anorith,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feebas,349,3,1,Water 1,Dragon,Water,,,,this,Trade with Prism Scale,Milotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milotic,350,3,2,Water 1,Dragon,Water,,,,Feebas,Trade with Prism Scale,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castform,351,3,1,Fairy,Amorphous,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kecleon,352,3,1,Field,,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuppet,353,3,1,Amorphous,,Ghost,,,,this,Level Up,Banette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banette,354,3,2,Amorphous,,Ghost,,,,Shuppet,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duskull,355,3,1,Amorphous,,Ghost,,,,this,Level Up,Dusclops,Trade with Reaper Cloth,Dusknoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusclops,356,3,2,Amorphous,,Ghost,,,,Duskull,Level Up,this,Trade with Reaper Cloth,Dusknoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropius,357,3,1,Monster,Grass,Grass,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimecho,358,3,1,Amorphous,,Psychic,,Chingling,Friendship at Night,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absol,359,3,1,Field,,Dark,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wynaut,360,3,0,Undiscovered,,Psychic,,this,Level Up,Wabuffet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorunt,361,3,1,Fairy,Mineral,Ice,,,,this,Level Up,Glalie,,,,,,,Dawn Stone used on a Female Snorunt,Froslass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glalie,362,3,2,Fairy,Mineral,Ice,,,,Snorunt,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spheal,363,3,1,Water 1,Field,Ice,Water,,,this,Level Up,Sealeo,Level Up,Walrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sealeo,364,3,2,Water 1,Field,Ice,Water,,,Spheal,Level Up,this,Level Up,Walrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walrein,365,3,3,Water 1,Field,Ice,Water,,,Spheal,Level Up,Sealeo,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clamperl,366,3,1,Water 1,,Water,,,,this,Trade with Deep Sea Tooth,Huntail,,,,,,,Trade with Deep Sea Scale,Gorebyss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntail,367,3,2,Water 1,,Water,,,,Clamperl,Trade with Deep Sea Tooth,this,,,,,,,Trade with Deep Sea Scale,Gorebyss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorebyss,368,3,2,Water 1,,Water,,,,Clamperl,Trade with Deep Sea Tooth,Huntail,,,,,,,Trade with Deep Sea Scale,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relicanth,369,3,1,Water 1,Water 2,Water,Rock,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luvdisc,370,3,1,Water 2,,Water,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bagon,371,3,1,Dragon,,Dragon,,,,this,Level Up,Shelgon,Level Up,Salamance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelgon,372,3,2,Dragon,,Dragon,,,,Bagon,Level Up,this,Level Up,Salamance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamance,373,3,3,Dragon,,Dragon,Flying,,,Bagon,Level Up,Shelgon,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beldum,374,3,1,Mineral,,Steel,Psychic,,,this,Level Up,Metang,Level Up,Metagross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metang,375,3,2,Mineral,,Steel,Psychic,,,Beldum,Level Up,this,Level Up,Metagross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,376,3,3,Mineral,,Steel,Psychic,,,Beldum,Level Up,Metang,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regirock,377,3,1,Undiscovered,,Rock,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regice,378,3,1,Undiscovered,,Ice,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,379,3,1,Undiscovered,,Steel,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latias,380,3,1,Undiscovered,,Dragon,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latios,381,3,1,Undiscovered,,Dragon,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyogre,382,3,1,Undiscovered,,Water,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groudon,383,3,1,Undiscovered,,Ground,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayquaza,384,3,1,Undiscovered,,Dragon,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jirachi,385,3,1,Undiscovered,,Steel,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deoxys,386,3,1,Undiscovered,,Psychic,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtwig,387,4,1,Monster,Grass,Grass,,,,this,Level Up,Grotle,Level Up,Torterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gortle,388,4,2,Monster,Grass,Grass,,,,Turtwig,Level Up,this,Level Up,Torterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torterra,389,4,3,Monster,Grass,Grass,Ground,,,Turtwig,Level Up,Grotle,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimchar,390,4,1,Field,Human-Like,Fire,,,,this,Level Up,Monferno,Level Up,Infernape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monferno,391,4,2,Field,Human-Like,Fire,Fighting,,,Chimchar,Level Up,this,Level Up,Infernape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infernape,392,4,3,Field,Human-Like,Fire,Fighting,,,Chimchar,Level Up,Monferno,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piplup,393,4,1,Water 1,Field,Water,,,,this,Level Up,Prinplup,Level Up,Empoleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prinplup,394,4,2,Water 1,Field,Water,,,,Piplup,Level Up,this,Level Up,Empoleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empoleon,395,4,3,Water 1,Field,Water,Steel,,,Piplup,Level Up,Prinplup,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starly,396,4,1,Flying,,Normal,Flying,,,this,Level Up,Staravia,Level Up,Staraptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staravia,397,4,2,Flying,,Normal,Flying,,,Starly,Level Up,this,Level Up,Staraptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staraptor,398,4,3,Flying,,Normal,Flying,,,Starly,Level Up,Staravia,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bidoof,399,4,1,Water 1,Field,Normal,,,,this,Level Up,Bibarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibarel,400,4,2,Water 1,Field,Normal,Water,,,Bidoof,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kricketot,401,4,1,Bug,,Bug,,,,this,Level Up,Kricketune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kricketune,402,4,2,Bug,,Bug,,,,Kricketot,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinx,403,4,1,Field,,Electric,,,,this,Level Up,Luxio,Level Up,Luxray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxio,404,4,2,Field,,Electric,,,,Shinx,Level Up,this,Level Up,Luxray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxray,405,4,3,Field,,Electric,,,,Shinx,Level Up,Luxio,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budew,406,4,0,Undiscovered,,Grass,Poison,this,Friendship,Roselia,Shiny Stone,Roserade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roderade,407,4,2,Fairy,Grass,Grass,Poison,Budew,Friendship,Roselia,Shiny Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranidos,408,4,1,Monster,,Rock,,,,this,Level Up,Rampardos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
