Name,Pokedex Number,Go,Shiny Available in Go,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,Fire Red,Leaf Green,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Lets Go Pikachu,Lets Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Sexual Dimorphism,Mega Evolution,Gigantamax Form,Alternate Forms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palpitoad,536,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seismitoad,537,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Throh,538,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sawk,539,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sewaddle,540,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swadloon,541,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leavanny,542,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venipede,543,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlipede,544,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scolipede,545,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Yes,Yes,Evolve,Evolve,No,No,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottonee,546,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whimsicott,547,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Evolve,Yes,Evolve,No,No,Evolve,Evolve,Evolve,No,Evolve,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petilil,548,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilligant,549,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Yes,Evolve,Yes,Evolve,Evolve,Evolve,Evolve,No,Evolve,No,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basculin,550,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,Red-Striped Form,Blue-Stripe Form,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandile,551,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krokorok,552,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krookodile,553,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darumaka,554,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,No,No,Unobtainable,Unobtainable,Unknown,No,No,No,Unovan,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Darumaka,554,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,Unovan,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Darmanitan,555,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,No,No,Unobtainable,Unobtainable,Unknown,No,No,No,Unovan,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Darmanitan,555,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,Unovan,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Maractus,556,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwebble,557,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crustle,558,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Evolve,Evolve,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scraggy,559,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrafty,560,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,Evolve,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigilyph,561,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamask,562,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,No,No,Unobtainable,Unobtainable,Unknown,No,No,No,Unovan,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Yamask,562,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,Unovan,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Cofagrigus,563,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirtouga,564,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carracosta,565,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,Evolve,Evolve,No,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archen,566,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archeops,567,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trubbish,568,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garbodor,569,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Yes,Yes,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zorua,570,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoroark,571,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,Yes,Yes,Evolve,Evolve,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minccino,572,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinccino,573,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothita,574,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothorita,575,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Yes,No,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothitelle,576,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Yes,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solosis,577,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,No,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duosion,578,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Evolve,Evolve,Unobtainable,Unobtainable,No,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reuniclus,579,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,No,Yes,Evolve,Evolve,No,No,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,No,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducklett,580,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swanna,581,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanillite,582,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanillish,583,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilluxe,584,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Yes,Yes,Evolve,Evolve,No,No,Evolve,Evolve,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deerling,585,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,Spring Form,Summer Form,Autumn Form,Winter Form,,,,,,,,,,,,,,,,,,,,,,,,
Sawsbuck,586,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,Spring Form,Summer Form,Autumn Form,Winter Form,,,,,,,,,,,,,,,,,,,,,,,,
